,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,ssd,hdd,flash,hybrid,Resolution,PPI
222,Toshiba,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.2,72620.64,256,0,0,0,1920x1080,165.63
223,HP,Notebook,15.6,Intel,8.0,Intel UHD,Windows 10,2.1,42304.32,0,1024,0,0,1920x1080,141.21
224,Dell,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.42,130873.7952,256,1024,0,0,1920x1080,127.34
225,Acer,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.2,44328.96,256,0,0,0,1920x1080,141.21
226,Dell,Notebook,15.6,Intel,16.0,AMD Radeon,Windows 10,2.3,45768.0528,0,1024,0,0,1920x1080,141.21
227,Asus,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.0,40972.32,256,0,0,0,1920x1080,141.21
228,Asus,Notebook,17.3,Intel,8.0,Nvidia GeForce,Windows 10,2.69,47472.48,256,500,0,0,1920x1080,127.34
229,HP,Notebook,15.6,Intel,8.0,AMD FirePro,Windows 10,1.9,67612.31999999999,0,1024,0,0,1920x1080,141.21
230,Asus,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.37,21258.1872,0,1024,0,0,1366x768,100.45
231,HP,Notebook,15.6,AMD,4.0,AMD,Windows 10,2.1,17582.399999999998,0,500,0,0,1366x768,100.45
232,Lenovo,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,3.2,79866.72,256,1024,0,0,1920x1080,141.21
233,Dell,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.6,45767.52,256,0,0,0,1920x1080,157.35
234,Acer,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.6,36709.92,256,0,0,0,1920x1080,165.63
235,Dell,Notebook,15.6,Intel,16.0,AMD Radeon,Linux,2.36,47898.72,256,0,0,0,1920x1080,141.21
236,Acer,Notebook,15.6,Intel,4.0,Intel HD,Linux,2.1,20779.2,0,1024,0,0,1366x768,100.45
237,Asus,Notebook,15.6,AMD,4.0,AMD Radeon,Windows 10,2.2,30636.0,128,1024,0,0,1920x1080,141.21
239,Acer,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.5,45074.88,256,0,0,0,1920x1080,141.21
240,Lenovo,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.2,31381.92,128,0,0,0,1366x768,100.45
241,Asus,Notebook,17.3,Intel,8.0,Nvidia,Windows 10,2.1,61005.6,128,1024,0,0,1920x1080,127.34
242,Asus,Notebook,17.3,Intel,8.0,Nvidia GeForce,No OS,2.69,47365.92,128,1024,0,0,1920x1080,127.34
243,Dell,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.56,46833.12,256,0,0,0,1920x1080,141.21
244,Lenovo,2 in 1 Convertible,13.9,Intel,8.0,Intel HD,Windows 10,1.38,57489.12,256,0,0,0,1920x1080,158.48
245,Dell,Notebook,15.6,Intel,8.0,AMD,Windows 10,2.2,52480.8,128,2048,0,0,1920x1080,141.21
246,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.04,29783.52,0,1024,0,0,1366x768,100.45
247,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,3.6,159786.72,256,0,0,0,1920x1080,127.34
248,HP,Notebook,13.3,Intel,4.0,Intel UHD,Windows 10,1.49,35964.0,0,500,0,0,1920x1080,165.63
249,Apple,Ultrabook,13.3,Intel,8.0,Intel Iris Plus,macOS,1.37,108691.2,512,0,0,0,2560x1600,226.98
250,Dell,2 in 1 Convertible,15.6,Intel,8.0,Intel UHD,Windows 10,2.08,43636.32,0,1024,0,0,1920x1080,141.21
251,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.3,95850.72,256,1024,0,0,1920x1080,127.34
252,Asus,Notebook,15.6,AMD,4.0,AMD Radeon,Windows 10,1.68,24988.32,0,1024,0,0,1366x768,100.45
253,Lenovo,2 in 1 Convertible,13.9,Intel,8.0,Intel UHD,Windows 10,1.37,98514.72,512,0,0,0,1920x1080,158.48
254,Acer,Notebook,17.3,Intel,4.0,Nvidia,Windows 10,3.0,37402.56,256,0,0,0,1920x1080,127.34
255,Dell,Ultrabook,13.3,Intel,8.0,Intel UHD,Windows 10,1.41,50562.72,256,0,0,0,1920x1080,165.63
256,HP,Notebook,15.6,AMD,8.0,AMD Radeon,Windows 10,1.91,23757.552,128,0,0,0,1366x768,100.45
257,HP,Notebook,17.3,Intel,16.0,Nvidia,Windows 10,2.9,56423.52,0,1024,0,0,1920x1080,127.34
258,MSI,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.14,133146.72,512,1024,0,0,1920x1080,127.34
259,Lenovo,2 in 1 Convertible,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.0,90522.72,512,0,0,0,1920x1080,141.21
260,Dell,Notebook,17.3,Intel,8.0,AMD,Windows 10,2.8,60845.76,128,1024,0,0,1920x1080,127.34
261,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,No OS,2.2,23656.32,256,0,0,0,1920x1080,141.21
262,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.1,38468.16,0,500,0,0,1920x1080,141.21
263,Dell,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.18,35004.96,0,1024,0,0,1920x1080,141.21
264,Dell,Notebook,15.6,Intel,8.0,AMD Radeon,Windows 10,2.24,30103.2,0,1024,0,0,1920x1080,141.21
265,Dell,2 in 1 Convertible,15.6,Intel,8.0,Intel UHD,Windows 10,2.67,42570.72,256,0,0,0,1920x1080,141.21
266,Asus,2 in 1 Convertible,13.3,Intel,8.0,Intel UHD,Windows 10,1.1,79866.72,1024,0,0,0,1920x1080,165.63
267,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,No OS,2.2,24881.76,0,1024,0,0,1920x1080,141.21
268,HP,Notebook,17.3,Intel,8.0,Nvidia GeForce,Windows 10,2.5,54239.04,0,1024,0,0,1920x1080,127.34
269,Lenovo,Notebook,15.6,Intel,8.0,Intel UHD,Windows 10,2.05,46886.4,256,0,0,0,1920x1080,141.21
270,Apple,Ultrabook,13.3,Intel,8.0,Intel Iris,macOS,1.37,104370.192,512,0,0,0,2560x1600,226.98
271,Asus,Gaming,17.3,AMD,16.0,AMD Radeon,Windows 10,3.2,82530.72,256,1024,0,0,1920x1080,127.34
272,Dell,Notebook,15.6,Intel,8.0,AMD,Linux,2.14,39164.5296,256,0,0,0,1920x1080,141.21
273,Lenovo,2 in 1 Convertible,14.0,Intel,16.0,Intel HD,Windows 10,1.36,133146.72,512,0,0,0,2560x1440,209.8
274,Toshiba,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.2,43263.36,0,500,0,0,1366x768,100.45
275,Dell,Notebook,15.6,Intel,12.0,Intel HD,Windows 10,2.3,37992.3696,0,1024,0,0,1366x768,100.45
276,Dell,Notebook,17.3,Intel,8.0,AMD,Linux,2.8,58554.72,128,1024,0,0,1920x1080,127.34
277,Acer,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.2,39693.6,0,1024,0,0,1920x1080,141.21
278,Lenovo,Notebook,17.3,Intel,4.0,Intel HD,Windows 10,2.8,26053.92,0,1024,0,0,1600x900,106.11
279,Lenovo,Notebook,17.3,Intel,8.0,Nvidia,No OS,2.8,45234.72,0,2048,0,0,1920x1080,127.34
280,Lenovo,Notebook,17.3,Intel,6.0,Nvidia,Windows 10,2.8,45767.52,128,1024,0,0,1600x900,106.11
281,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Linux,2.25,22803.84,0,1024,0,0,1920x1080,141.21
282,Lenovo,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.5,44169.12,256,0,0,0,1920x1080,141.21
283,Lenovo,Notebook,15.6,Intel,6.0,Intel HD,Windows 10,2.2,30849.12,256,0,0,0,1920x1080,141.21
284,Acer,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,3.0,50669.28,256,0,0,0,1920x1080,141.21
285,Acer,Notebook,15.6,Intel,12.0,Intel HD,Windows 10,2.15,35111.52,0,1024,0,0,1920x1080,141.21
286,Lenovo,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.95,58448.16,256,0,0,0,1920x1080,141.21
287,Asus,Ultrabook,15.6,Intel,8.0,Nvidia,Windows 10,1.7,52054.56,256,0,0,0,1920x1080,141.21
288,Lenovo,Gaming,15.6,Intel,16.0,Nvidia GeForce GTX,Windows 10,2.5,62817.12,256,1024,0,0,1920x1080,141.21
289,Lenovo,Notebook,15.6,Intel,8.0,Nvidia,No OS,2.2,35112.0528,0,1024,0,0,1920x1080,141.21
290,Acer,Notebook,15.6,Intel,2.0,Intel,Chrome OS,2.19,10602.72,16,0,0,0,1366x768,100.45
291,Asus,Gaming,17.3,Intel,8.0,Nvidia GeForce,Windows 10,3.0,63243.36,0,1024,0,0,1920x1080,127.34
292,HP,Notebook,17.3,Intel,8.0,Intel HD,Windows 10,2.54,26053.92,0,1024,0,0,1600x900,106.11
293,Dell,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.0,97449.12,256,0,0,0,1920x1080,141.21
294,Lenovo,Notebook,15.6,Intel,8.0,Intel UHD,Windows 10,2.05,39373.92,256,0,0,0,1920x1080,141.21
295,Lenovo,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,3.2,69210.72,0,1024,0,0,1920x1080,141.21
296,Acer,Notebook,15.6,Intel,8.0,Nvidia GeForce GTX,Linux,2.5,52161.12,256,0,0,0,1920x1080,141.21
297,Dell,Workstation,17.3,Intel,16.0,Nvidia,Windows 10,3.42,153705.3408,256,0,0,0,1920x1080,127.34
298,Lenovo,Notebook,15.6,AMD,6.0,AMD Radeon,Windows 10,2.4,26586.72,0,1024,0,0,1920x1080,141.21
299,Asus,Ultrabook,15.6,Intel,16.0,Nvidia,Windows 10,1.63,78215.04,512,0,0,0,1920x1080,141.21
300,Asus,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.3,27119.52,128,0,0,0,1366x768,111.94
301,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,2.9,113060.16,256,1024,0,0,1920x1080,127.34
302,Lenovo,Notebook,17.3,Intel,6.0,Nvidia GeForce,Windows 10,2.8,34578.72,0,1024,0,0,1600x900,106.11
303,Lenovo,Notebook,15.6,Intel,8.0,Nvidia,No OS,2.2,29250.72,0,2048,0,0,1366x768,100.45
304,Asus,Gaming,15.6,Intel,8.0,Nvidia GeForce GTX,Windows 10,2.5,67399.2,128,1024,0,0,1920x1080,141.21
305,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,No OS,2.2,19180.2672,0,1024,0,0,1366x768,100.45
306,HP,2 in 1 Convertible,13.3,Intel,16.0,Intel HD,Windows 10,1.28,105228.0,256,0,0,0,1920x1080,165.63
307,Toshiba,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.2,55571.04,256,0,0,0,1920x1080,141.21
308,Lenovo,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.3,43636.32,128,1024,0,0,1920x1080,141.21
309,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.86,24988.32,0,1024,0,0,1920x1080,141.21
310,Lenovo,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.1,53226.72,256,0,0,0,1920x1080,165.63
312,MSI,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.8,111834.72,256,1024,0,0,1920x1080,141.21
313,Acer,Notebook,15.6,AMD,8.0,AMD,Windows 10,2.23,24988.32,256,0,0,0,1920x1080,141.21
314,Asus,2 in 1 Convertible,11.6,Intel,2.0,Intel HD,Windows 10,1.1,14652.0,0,0,32,0,1366x768,135.09
315,Dell,Notebook,15.6,Intel,8.0,AMD,Windows 10,2.33,44968.32,128,1024,0,0,1920x1080,141.21
317,Lenovo,Notebook,13.3,Intel,4.0,Intel HD,Chrome OS,1.45,24503.472,0,0,16,0,1366x768,117.83
318,HP,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.95,52214.4,256,0,0,0,1920x1080,157.35
319,Acer,Notebook,11.6,Intel,4.0,Intel HD,Windows 10,1.4,25840.8,0,0,128,0,1366x768,135.09
320,HP,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.48,68837.76,256,0,0,0,1920x1080,157.35
321,Lenovo,Notebook,17.3,Intel,4.0,Nvidia,Windows 10,2.79,31381.92,0,1024,0,0,1600x900,106.11
322,Asus,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,2.0,58288.32,256,0,0,0,1920x1080,157.35
323,HP,Notebook,15.6,Intel,8.0,Intel UHD,Windows 10,2.1,48058.56,0,1024,0,0,1366x768,100.45
324,Acer,Notebook,15.6,AMD,8.0,AMD Radeon,Windows 10,2.2,35111.52,256,0,0,0,1366x768,100.45
325,Lenovo,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.44,15557.76,0,0,32,0,1366x768,111.94
326,Acer,Notebook,15.6,Intel,6.0,Intel HD,Windows 10,2.23,29250.72,0,1024,0,0,1366x768,100.45
327,Asus,Ultrabook,15.6,Intel,8.0,Nvidia,Windows 10,1.7,55938.672,256,0,0,0,1920x1080,141.21
328,HP,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 10,1.26,71128.8,256,0,0,0,1920x1080,176.23
329,Dell,Notebook,15.6,Intel,32.0,Nvidia GeForce,Windows 10,2.06,140605.91999999998,1024,0,0,0,3840x2160,282.42
330,MSI,Gaming,17.3,Intel,8.0,Nvidia GeForce GTX,Windows 10,2.7,63882.72,256,1024,0,0,1920x1080,127.34
331,Toshiba,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.0,50243.04,256,0,0,0,1920x1080,141.21
332,Asus,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,2.0,71075.52,256,1024,0,0,1920x1080,157.35
333,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.85,23922.72,0,1024,0,0,1920x1080,141.21
334,Asus,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.5,53226.72,256,0,0,0,1920x1080,141.21
335,HP,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.48,67559.04,256,0,0,0,1920x1080,157.35
336,Dell,Ultrabook,15.6,Intel,8.0,Nvidia,Windows 10,1.9,55890.72,128,1024,0,0,1920x1080,141.21
337,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.84,60952.32,256,0,0,0,1920x1080,141.21
338,Asus,Notebook,15.6,Intel,4.0,Intel HD,Linux,2.0,14651.4672,0,1024,0,0,1366x768,100.45
339,Dell,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.0,60885.72,256,0,0,0,1920x1080,141.21
340,Dell,Notebook,15.6,Intel,4.0,Intel,Linux,2.2,14646.672,0,500,0,0,1366x768,100.45
341,Lenovo,Notebook,15.6,AMD,12.0,AMD,Windows 10,2.2,47898.72,0,2048,0,0,1920x1080,141.21
342,HP,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.1,38148.48,0,1024,0,0,1920x1080,141.21
344,Dell,Ultrabook,13.3,Intel,8.0,Intel UHD,Windows 10,1.2,84129.12,256,0,0,0,1920x1080,165.63
345,Lenovo,Gaming,15.6,Intel,16.0,Nvidia GeForce GTX,Windows 10,2.4,60153.12,256,2048,0,0,1920x1080,141.21
346,HP,Notebook,14.0,Intel,2.0,Intel HD,Windows 10,1.44,14865.12,0,0,32,0,1366x768,111.94
347,Dell,Ultrabook,15.6,Intel,16.0,Intel UHD,Windows 10,1.88,85672.1088,768,0,0,0,1920x1080,141.21
348,Asus,2 in 1 Convertible,11.6,Intel,4.0,Intel HD,Windows 10,1.5,19980.0,0,0,32,0,1366x768,135.09
349,Dell,Ultrabook,15.6,Intel,8.0,AMD,Windows 10,1.9,35324.64,0,1024,0,0,1920x1080,141.21
350,Dell,Notebook,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.06,108020.9376,512,0,0,0,3840x2160,282.42
351,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.84,69477.12,256,0,0,0,1920x1080,141.21
352,MSI,Gaming,17.3,Intel,8.0,Nvidia GeForce,Windows 10,2.7,75071.52,128,1024,0,0,1920x1080,127.34
353,HP,Workstation,15.6,Intel,8.0,Nvidia,Windows 10,2.6,92615.0256,256,0,0,0,1920x1080,141.21
354,Toshiba,Notebook,15.6,Intel,16.0,Nvidia,Windows 10,2.4,74751.84,512,0,0,0,1920x1080,141.21
355,Dell,Notebook,15.6,Intel,8.0,AMD,Windows 10,2.02,51729.55199999999,128,2048,0,0,1920x1080,141.21
356,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,No OS,2.2,17155.627200000003,0,1024,0,0,1366x768,100.45
357,Dell,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.65,53226.72,0,1024,0,0,1920x1080,141.21
358,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.36,29696.6736,0,2048,0,0,1366x768,100.45
359,Dell,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.36,76030.56,256,0,0,0,1920x1080,157.35
360,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.86,23389.92,0,500,0,0,1366x768,100.45
361,Asus,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,2.0,50349.6,256,0,0,0,1920x1080,157.35
362,Lenovo,Notebook,17.3,Intel,6.0,Nvidia GeForce,Windows 10,2.8,38308.32,128,1024,0,0,1600x900,106.11
363,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.86,34045.92,0,1024,0,0,1920x1080,141.21
364,Lenovo,Notebook,15.6,Intel,8.0,Nvidia GeForce,No OS,2.2,26586.72,256,0,0,0,1366x768,100.45
365,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.04,20725.92,0,2048,0,0,1366x768,100.45
366,Dell,Notebook,17.3,Intel,8.0,AMD,Windows 10,2.8,57808.8,128,1024,0,0,1920x1080,127.34
367,Lenovo,Gaming,15.6,Intel,8.0,Nvidia GeForce,No OS,2.4,43103.52,128,1024,0,0,1920x1080,141.21
368,Dell,Notebook,15.6,Intel,8.0,AMD Radeon,Windows 10,2.33,47898.72,256,0,0,0,1920x1080,141.21
369,HP,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.36,93240.0,256,0,0,0,1920x1080,157.35
370,Asus,2 in 1 Convertible,15.6,Intel,12.0,Nvidia GeForce,Windows 10,2.26,58554.72,512,2048,0,0,1920x1080,141.21
371,Acer,Notebook,15.6,AMD,4.0,AMD,Windows 10,2.1,22697.28,128,0,0,0,1366x768,100.45
372,Asus,Gaming,17.3,AMD,16.0,AMD Radeon,Windows 10,3.25,117162.72,256,1024,0,0,1920x1080,127.34
373,Lenovo,Notebook,17.3,AMD,4.0,AMD,Windows 10,2.6,26053.92,128,0,0,0,1600x900,106.11
374,Dell,2 in 1 Convertible,13.3,Intel,8.0,Intel UHD,Windows 10,1.62,46300.85279999999,256,0,0,0,1920x1080,165.63
375,HP,Notebook,15.6,AMD,4.0,AMD,Windows 10,1.91,26053.3872,256,0,0,0,1920x1080,141.21
376,Lenovo,Netbook,11.6,Intel,4.0,Intel HD,Windows 10,1.59,29463.84,128,0,0,0,1366x768,135.09
377,Dell,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.8,16463.52,0,500,0,0,1366x768,100.45
378,Asus,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.5,15238.08,0,0,32,0,1366x768,111.94
379,Acer,Notebook,15.6,Intel,8.0,Nvidia GeForce,Linux,2.4,45074.88,0,1024,0,0,1920x1080,141.21
380,HP,Gaming,17.3,Intel,8.0,Nvidia GeForce,Windows 10,3.35,63456.48,128,1024,0,0,1920x1080,127.34
381,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,No OS,1.85,21498.48,128,0,0,0,1920x1080,141.21
382,Asus,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.3,88178.4,128,1024,0,0,1920x1080,141.21
383,Lenovo,Notebook,14.0,Intel,8.0,Nvidia,Windows 10,1.5,58554.72,256,0,0,0,1920x1080,157.35
384,Asus,Ultrabook,13.3,Intel,16.0,Intel HD,Windows 10,1.1,93181.392,512,0,0,0,1920x1080,165.63
385,Lenovo,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.13,121584.96,512,0,0,0,2560x1440,209.8
386,Lenovo,Notebook,13.3,Intel,4.0,Intel HD,Windows 10,1.5,29250.72,128,0,0,0,1920x1080,165.63
387,Dell,Workstation,15.6,Intel,8.0,AMD,Windows 10,2.23,72940.31999999999,0,500,0,0,1920x1080,141.21
388,Dell,Workstation,15.6,Intel,8.0,Nvidia,Windows 10,2.0,113752.8,256,0,0,0,1920x1080,141.21
389,Lenovo,2 in 1 Convertible,14.0,Intel,16.0,Intel HD,Windows 10,1.42,133679.52,512,0,0,0,2560x1440,209.8
390,Asus,Gaming,17.3,Intel,8.0,Nvidia GeForce,Windows 10,3.0,55357.92,0,1024,0,0,1920x1080,127.34
391,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce GTX,Windows 10,3.0,84768.48,256,1024,0,0,1920x1080,127.34
392,Acer,Notebook,15.6,Intel,12.0,Nvidia,Windows 10,2.2,36975.7872,0,1024,0,0,1366x768,100.45
393,MSI,Gaming,17.3,Intel,8.0,Nvidia GeForce GTX,Windows 10,2.7,71874.72,256,0,0,0,1920x1080,127.34
394,Dell,Notebook,15.6,Intel,8.0,AMD Radeon,Linux,2.33,41498.1936,256,0,0,0,1920x1080,141.21
395,HP,Ultrabook,15.6,AMD,4.0,AMD,Windows 10,1.91,26586.72,256,0,0,0,1920x1080,141.21
396,Lenovo,Notebook,15.6,Intel,8.0,AMD Radeon,Windows 10,2.1,65510.9568,256,0,0,0,1920x1080,141.21
397,Lenovo,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.9,49976.64,256,0,0,0,1920x1080,157.35
398,Dell,Workstation,15.6,Intel,8.0,Nvidia,Windows 10,1.78,144495.36,256,0,0,0,3840x2160,282.42
399,Lenovo,Ultrabook,14.0,Intel,16.0,Intel HD,Windows 10,1.13,139860.0,1024,0,0,0,2560x1440,209.8
400,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.2,16303.68,0,1024,0,0,1366x768,100.45
401,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,2.9,81465.12,256,1024,0,0,1920x1080,127.34
402,Lenovo,Notebook,15.6,Intel,8.0,AMD Radeon,Windows 10,2.1,60978.96,256,1024,0,0,1920x1080,141.21
403,Acer,Notebook,15.6,Intel,8.0,Nvidia GeForce,Linux,2.5,46833.12,256,0,0,0,1920x1080,141.21
404,MSI,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,2.8,119826.72,256,1024,0,0,1920x1080,127.34
405,Asus,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.1,99793.44,512,0,0,0,1920x1080,157.35
406,Toshiba,Ultrabook,13.3,Intel,16.0,Intel HD,Windows 10,1.2,93080.16,512,0,0,0,1920x1080,165.63
407,Dell,Ultrabook,14.0,Intel,8.0,Intel,Windows 10,1.36,89510.4,512,0,0,0,1920x1080,157.35
408,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.2,21791.52,0,500,0,0,1920x1080,141.21
409,Lenovo,Notebook,11.6,Intel,2.0,Intel HD,Windows 10,1.15,16221.096,0,0,32,0,1366x768,135.09
410,Lenovo,Workstation,15.6,Intel,8.0,Nvidia,Windows 10,2.67,102564.0,512,0,0,0,1920x1080,141.21
411,Lenovo,Ultrabook,14.0,Intel,8.0,Nvidia GeForce,Windows 10,1.7,103523.04,512,0,0,0,2560x1440,209.8
412,HP,Notebook,15.6,Intel,4.0,AMD,Windows 10,2.1,24988.32,0,1024,0,0,1920x1080,141.21
413,Acer,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.6,42038.4528,256,0,0,0,1920x1080,165.63
414,Asus,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.27,49443.84,256,0,0,0,1920x1080,165.63
415,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Linux,2.3,31909.392,256,0,0,0,1920x1080,141.21
416,Dell,Notebook,13.3,Intel,4.0,Intel HD,Windows 10,1.65,36709.92,128,0,0,0,1366x768,117.83
417,HP,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.43,79920.0,256,0,0,0,1920x1080,157.35
418,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.14,28768.536,0,1024,0,0,1366x768,100.45
419,Lenovo,Ultrabook,14.0,Intel,8.0,AMD Radeon,Windows 10,1.75,64755.44640000001,256,0,0,0,1920x1080,157.35
420,Lenovo,2 in 1 Convertible,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.0,101178.72,512,0,0,0,3840x2160,282.42
421,Chuwi,Notebook,12.3,Intel,6.0,Intel HD,Windows 10,1.4,23922.72,0,0,64,0,2736x1824,267.34
422,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.31,76030.56,256,0,0,0,1920x1080,141.21
423,Asus,Notebook,15.6,Intel,8.0,Nvidia,Linux,2.3,31808.16,0,1024,0,0,1920x1080,141.21
424,Dell,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.42,149130.72,256,1024,0,0,2560x1440,169.78
425,Dell,Gaming,15.6,Intel,8.0,Nvidia GeForce GTX,Windows 10,2.62,61751.52,128,1024,0,0,1920x1080,141.21
426,Dell,Notebook,15.6,Intel,8.0,AMD,Windows 10,2.02,60867.072,256,2048,0,0,1920x1080,141.21
427,Dell,Ultrabook,14.0,Intel,8.0,Intel HD,Linux,1.6,58554.72,256,0,0,0,1920x1080,157.35
428,HP,Gaming,17.3,Intel,12.0,Nvidia GeForce,Windows 10,3.35,106506.72,256,1024,0,0,1920x1080,127.34
429,Mediacom,2 in 1 Convertible,11.6,Intel,4.0,Intel HD,Windows 10,1.16,15930.72,32,0,0,0,1920x1080,189.91
430,Samsung,Netbook,11.6,Intel,4.0,Intel HD,Chrome OS,1.15,14332.32,0,0,16,0,1366x768,135.09
431,Lenovo,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.4,53812.8,256,0,0,0,1920x1080,165.63
432,Lenovo,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.7,31914.72,128,0,0,0,1920x1080,157.35
433,Lenovo,Workstation,15.6,Intel,16.0,Nvidia,Windows 10,2.3,130269.6,512,0,0,0,3840x2160,282.42
434,Lenovo,Notebook,15.6,Intel,16.0,Nvidia,Windows 10,2.5,130482.72,512,0,0,0,1920x1080,141.21
435,Asus,Gaming,17.3,AMD,8.0,AMD Radeon,Windows 10,3.2,90309.6,256,1024,0,0,1920x1080,127.34
436,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.1,18488.16,0,500,0,0,1366x768,100.45
437,Google,Ultrabook,12.3,Intel,16.0,Intel HD,Chrome OS,1.1,117162.72,512,0,0,0,2400x1600,234.51
438,Lenovo,Ultrabook,14.0,Intel,24.0,Intel HD,Windows 10,1.32,126912.96,512,0,0,0,2560x1440,209.8
439,Asus,Notebook,15.6,Intel,4.0,Intel HD,Linux,2.0,29783.52,256,0,0,0,1920x1080,141.21
440,Lenovo,Notebook,17.3,AMD,8.0,AMD,Windows 10,2.8,27652.32,0,1024,0,0,1600x900,106.11
441,Dell,Notebook,15.6,Intel,4.0,AMD,Windows 10,2.2,39906.72,256,0,0,0,1920x1080,141.21
